project,smell,package,class,prompt_file,context_size,label
byte-buddy,Insufficient Modularization,net.bytebuddy.implementation.auxiliary.TypeProxy,ForSuperMethodByConstructor,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_implementation_auxiliary_TypeProxy_ForSuperMethodByConstructor.txt,403,0
zxing,Insufficient Modularization,com.google.zxing.oned.rss.expanded.decoders,GeneralAppIdDecoder,data/processed/prompts/insufficient_modularization/zxing/com_google_zxing_oned_rss_expanded_decoders_GeneralAppIdDecoder.txt,465,1
byte-buddy,Insufficient Modularization,net.bytebuddy.build.Plugin,Ambiguous,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_build_Plugin_Ambiguous.txt,340,0
javaparser,Insufficient Modularization,com.github.javaparser.ast.visitor,NodeFinderVisitor,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_ast_visitor_NodeFinderVisitor.txt,1551,1
jitwatch,Insufficient Modularization,org.adoptopenjdk.jitwatch.ui.viewer,TextViewerStage,data/processed/prompts/insufficient_modularization/jitwatch/org_adoptopenjdk_jitwatch_ui_viewer_TextViewerStage.txt,364,0
commons-lang,Insufficient Modularization,org.apache.commons.lang3.text,WordUtils,data/processed/prompts/insufficient_modularization/commons-lang/org_apache_commons_lang3_text_WordUtils.txt,334,0
zxing,Insufficient Modularization,com.google.zxing.client.android.encode,Formatter,data/processed/prompts/insufficient_modularization/zxing/com_google_zxing_client_android_encode_Formatter.txt,325,0
javaparser,Insufficient Modularization,com.github.javaparser.printer.concretesyntaxmodel,CsmList,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_printer_concretesyntaxmodel_CsmList.txt,433,0
commons-lang,Insufficient Modularization,org.apache.commons.lang3,ArrayFill,data/processed/prompts/insufficient_modularization/commons-lang/org_apache_commons_lang3_ArrayFill.txt,335,0
jitwatch,Insufficient Modularization,org.adoptopenjdk.jitwatch.ui.Dialogs,Response,data/processed/prompts/insufficient_modularization/jitwatch/org_adoptopenjdk_jitwatch_ui_Dialogs_Response.txt,332,0
byte-buddy,Insufficient Modularization,net.bytebuddy.dynamic.scaffold.inline.MethodRebaseResolver,Default,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_dynamic_scaffold_inline_MethodRebaseResolver_Default.txt,398,0
commons-lang,Insufficient Modularization,org.apache.commons.lang3,ArrayUtils,data/processed/prompts/insufficient_modularization/commons-lang/org_apache_commons_lang3_ArrayUtils.txt,396,1
byte-buddy,Insufficient Modularization,net.bytebuddy.build.gradle.android.ByteBuddyAndroidPlugin,GetProjectJarsFunction,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_build_gradle_android_ByteBuddyAndroidPlugin_GetProjectJarsFunction.txt,348,0
byte-buddy,Insufficient Modularization,net.bytebuddy.asm.MemberSubstitution,ForThisReference,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_asm_MemberSubstitution_ForThisReference.txt,422,0
javaparser,Insufficient Modularization,com.github.javaparser.serialization.JavaParserJsonSerializer,JsonTokenRange,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_serialization_JavaParserJsonSerializer_JsonTokenRange.txt,343,0
byte-buddy,Insufficient Modularization,net.bytebuddy.description.ModifierReviewable,OfByteCodeElement,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_description_ModifierReviewable_OfByteCodeElement.txt,337,0
byte-buddy,Insufficient Modularization,net.bytebuddy.pool.TypePool,LazyNonGenericReceiverType,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_pool_TypePool_LazyNonGenericReceiverType.txt,344,0
byte-buddy,Insufficient Modularization,net.bytebuddy.description.type.TypeDescription,ForErasure,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_description_type_TypeDescription_ForErasure.txt,352,0
zxing,Insufficient Modularization,com.google.zxing.client.result,VINResultParser,data/processed/prompts/insufficient_modularization/zxing/com_google_zxing_client_result_VINResultParser.txt,354,0
byte-buddy,Insufficient Modularization,net.bytebuddy.dynamic.DynamicType,MethodDefinition,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_dynamic_DynamicType_MethodDefinition.txt,427,0
commons-lang,Insufficient Modularization,org.apache.commons.lang3.tuple,ImmutablePair,data/processed/prompts/insufficient_modularization/commons-lang/org_apache_commons_lang3_tuple_ImmutablePair.txt,342,0
commons-lang,Insufficient Modularization,org.apache.commons.lang3.time.StopWatch,State,data/processed/prompts/insufficient_modularization/commons-lang/org_apache_commons_lang3_time_StopWatch_State.txt,328,0
google-java-format,Insufficient Modularization,com.google.googlejavaformat.Newlines,LineIterator,data/processed/prompts/insufficient_modularization/google-java-format/com_google_googlejavaformat_Newlines_LineIterator.txt,326,0
commons-lang,Insufficient Modularization,org.apache.commons.lang3.function,FailableCallable,data/processed/prompts/insufficient_modularization/commons-lang/org_apache_commons_lang3_function_FailableCallable.txt,328,0
byte-buddy,Insufficient Modularization,net.bytebuddy.matcher,CollectionErasureMatcher,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_matcher_CollectionErasureMatcher.txt,352,0
javaparser,Insufficient Modularization,com.github.javaparser.symbolsolver.javaparsermodel.contexts,ForEachStatementContext,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_symbolsolver_javaparsermodel_contexts_ForEachStatementContext.txt,457,0
commons-lang,Insufficient Modularization,org.apache.commons.lang3.ThreadUtils,AlwaysTruePredicate,data/processed/prompts/insufficient_modularization/commons-lang/org_apache_commons_lang3_ThreadUtils_AlwaysTruePredicate.txt,329,0
jsoup,Insufficient Modularization,org.jsoup.Connection,KeyVal,data/processed/prompts/insufficient_modularization/jsoup/org_jsoup_Connection_KeyVal.txt,318,0
byte-buddy,Insufficient Modularization,net.bytebuddy.dynamic.loading.ClassInjector,UsingReflection,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_dynamic_loading_ClassInjector_UsingReflection.txt,424,0
javaparser,Insufficient Modularization,foo,B,data/processed/prompts/insufficient_modularization/javaparser/foo_B.txt,327,0
javaparser,Insufficient Modularization,com.github.javaparser,GeneratedJavaParserBase,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_GeneratedJavaParserBase.txt,568,1
byte-buddy,Insufficient Modularization,net.bytebuddy.build.CachedReturnPlugin,AdviceResolver,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_build_CachedReturnPlugin_AdviceResolver.txt,451,0
gson,Insufficient Modularization,com.google.gson,Gson,data/processed/prompts/insufficient_modularization/gson/com_google_gson_Gson.txt,588,1
byte-buddy,Insufficient Modularization,net.bytebuddy.build.gradle.android,ByteBuddyAndroidPlugin,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_build_gradle_android_ByteBuddyAndroidPlugin.txt,520,0
zxing,Insufficient Modularization,com.google.zxing.aztec.encoder,SimpleToken,data/processed/prompts/insufficient_modularization/zxing/com_google_zxing_aztec_encoder_SimpleToken.txt,347,0
byte-buddy,Insufficient Modularization,net.bytebuddy.build.gradle.android,ByteBuddyAndroidTaskExtension,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_build_gradle_android_ByteBuddyAndroidTaskExtension.txt,386,1
commons-io,Insufficient Modularization,org.apache.commons.io.filefilter,SymbolicLinkFileFilter,data/processed/prompts/insufficient_modularization/commons-io/org_apache_commons_io_filefilter_SymbolicLinkFileFilter.txt,334,0
commons-io,Insufficient Modularization,org.apache.commons.io.file.SimplePathVisitor,AbstractBuilder,data/processed/prompts/insufficient_modularization/commons-io/org_apache_commons_io_file_SimplePathVisitor_AbstractBuilder.txt,338,0
byte-buddy,Insufficient Modularization,net.bytebuddy.asm.MemberSubstitution,Step,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_asm_MemberSubstitution_Step.txt,541,0
byte-buddy,Insufficient Modularization,net.bytebuddy.dynamic.scaffold.FieldRegistry,Compiled,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_dynamic_scaffold_FieldRegistry_Compiled.txt,402,0
commons-io,Insufficient Modularization,org.apache.commons.io.file.Counters,BigIntegerCounter,data/processed/prompts/insufficient_modularization/commons-io/org_apache_commons_io_file_Counters_BigIntegerCounter.txt,327,0
byte-buddy,Insufficient Modularization,net.bytebuddy.description.ByteCodeElement,TokenList,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_description_ByteCodeElement_TokenList.txt,351,0
byte-buddy,Insufficient Modularization,net.bytebuddy.build.Plugin,WithPreprocessor,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_build_Plugin_WithPreprocessor.txt,331,0
zxing,Insufficient Modularization,com.google.zxing.client.j2se,EncoderConfig,data/processed/prompts/insufficient_modularization/zxing/com_google_zxing_client_j2se_EncoderConfig.txt,337,0
jimfs,Insufficient Modularization,com.google.common.jimfs,Configuration,data/processed/prompts/insufficient_modularization/jimfs/com_google_common_jimfs_Configuration.txt,416,0
byte-buddy,Insufficient Modularization,net.bytebuddy.implementation.bytecode.ByteCodeAppender,Compound,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_implementation_bytecode_ByteCodeAppender_Compound.txt,359,0
zxing,Insufficient Modularization,com.google.zxing.client.android.history,HistoryActivity,data/processed/prompts/insufficient_modularization/zxing/com_google_zxing_client_android_history_HistoryActivity.txt,359,0
jitwatch,Insufficient Modularization,(default package).MegamorphicBypass,Quarter,data/processed/prompts/insufficient_modularization/jitwatch/(default package)_MegamorphicBypass_Quarter.txt,326,0
byte-buddy,Insufficient Modularization,net.bytebuddy.implementation.attribute.MethodAttributeAppender,Explicit,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_implementation_attribute_MethodAttributeAppender_Explicit.txt,369,0
byte-buddy,Insufficient Modularization,net.bytebuddy.dynamic.scaffold.FieldRegistry,Default,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_dynamic_scaffold_FieldRegistry_Default.txt,400,0
byte-buddy,Insufficient Modularization,net.bytebuddy.description.type.TypeDescription,OfMethodParameter,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_description_type_TypeDescription_OfMethodParameter.txt,353,0
commons-io,Insufficient Modularization,org.apache.commons.io.input,BoundedReader,data/processed/prompts/insufficient_modularization/commons-io/org_apache_commons_io_input_BoundedReader.txt,328,0
byte-buddy,Insufficient Modularization,net.bytebuddy.implementation.InvokeDynamic,ForClassConstant,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_implementation_InvokeDynamic_ForClassConstant.txt,365,0
byte-buddy,Insufficient Modularization,net.bytebuddy.benchmark.jmh.generated.ClassByExtensionBenchmark.benchmarkByteBuddyWithProxyAndReusedDelegatorWithTypePool,jmhTest,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_benchmark_jmh_generated_ClassByExtensionBenchmark_benchmarkByteBuddyWithProxyAndReusedDelegatorWithTypePool_jmhTest.txt,4717,0
zxing,Insufficient Modularization,com.google.zxing.pdf417.decoder,BarcodeMetadata,data/processed/prompts/insufficient_modularization/zxing/com_google_zxing_pdf417_decoder_BarcodeMetadata.txt,329,0
commons-io,Insufficient Modularization,org.apache.commons.io.input,NullReader,data/processed/prompts/insufficient_modularization/commons-io/org_apache_commons_io_input_NullReader.txt,334,0
jitwatch,Insufficient Modularization,org.adoptopenjdk.jitwatch.model,PackageManager,data/processed/prompts/insufficient_modularization/jitwatch/org_adoptopenjdk_jitwatch_model_PackageManager.txt,357,0
gson,Insufficient Modularization,com.google.gson,JsonElement,data/processed/prompts/insufficient_modularization/gson/com_google_gson_JsonElement.txt,371,1
byte-buddy,Insufficient Modularization,net.bytebuddy.dynamic.loading.ModuleLayerFromSingleClassLoaderDecorator,ModuleDescriptor,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_dynamic_loading_ModuleLayerFromSingleClassLoaderDecorator_ModuleDescriptor.txt,353,0
byte-buddy,Insufficient Modularization,net.bytebuddy.description.annotation.AnnotationValue,Loaded,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_description_annotation_AnnotationValue_Loaded.txt,362,0
commons-lang,Insufficient Modularization,org.apache.commons.lang3.time.FastDatePrinter,PaddedNumberField,data/processed/prompts/insufficient_modularization/commons-lang/org_apache_commons_lang3_time_FastDatePrinter_PaddedNumberField.txt,333,0
commons-lang,Insufficient Modularization,org.apache.commons.lang3.time.FastDateParser,PatternStrategy,data/processed/prompts/insufficient_modularization/commons-lang/org_apache_commons_lang3_time_FastDateParser_PatternStrategy.txt,331,0
byte-buddy,Insufficient Modularization,net.bytebuddy.implementation.bytecode.collection,CollectionFactory,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_implementation_bytecode_collection_CollectionFactory.txt,359,0
commons-io,Insufficient Modularization,org.apache.commons.io.function,IOSupplier,data/processed/prompts/insufficient_modularization/commons-io/org_apache_commons_io_function_IOSupplier.txt,333,0
jitwatch,Insufficient Modularization,org.adoptopenjdk.jitwatch.demo,MakeHotSpotLog,data/processed/prompts/insufficient_modularization/jitwatch/org_adoptopenjdk_jitwatch_demo_MakeHotSpotLog.txt,342,1
commons-io,Insufficient Modularization,org.apache.commons.io.function,IORunnable,data/processed/prompts/insufficient_modularization/commons-io/org_apache_commons_io_function_IORunnable.txt,341,0
javaparser,Insufficient Modularization,com.github.javaparser.ast.body,AnnotationMemberDeclaration,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_ast_body_AnnotationMemberDeclaration.txt,497,1
javaparser,Insufficient Modularization,com.github.javaparser.metamodel,BaseNodeMetaModel,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_metamodel_BaseNodeMetaModel.txt,368,1
byte-buddy,Insufficient Modularization,net.bytebuddy.implementation.MethodCall,OfInvokedMethod,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_implementation_MethodCall_OfInvokedMethod.txt,354,0
zxing,Insufficient Modularization,com.google.zxing.client.android,PreferencesActivity,data/processed/prompts/insufficient_modularization/zxing/com_google_zxing_client_android_PreferencesActivity.txt,324,0
byte-buddy,Insufficient Modularization,net.bytebuddy.matcher.CachingMatcher,WithInlineEviction,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_matcher_CachingMatcher_WithInlineEviction.txt,335,0
jimfs,Insufficient Modularization,com.google.common.jimfs,UserLookupService,data/processed/prompts/insufficient_modularization/jimfs/com_google_common_jimfs_UserLookupService.txt,330,0
javaparser,Insufficient Modularization,com.github.javaparser.ast.visitor,VoidVisitorAdapter,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_ast_visitor_VoidVisitorAdapter.txt,1611,1
byte-buddy,Insufficient Modularization,net.bytebuddy.asm.MemberSubstitution,Resolved,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_asm_MemberSubstitution_Resolved.txt,450,0
byte-buddy,Insufficient Modularization,net.bytebuddy.build.gradle.ObjectFactory,ForApi4CapableGradle,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_build_gradle_ObjectFactory_ForApi4CapableGradle.txt,341,0
commons-lang,Insufficient Modularization,org.apache.commons.lang3.time.FastDatePrinter,TwoDigitYearField,data/processed/prompts/insufficient_modularization/commons-lang/org_apache_commons_lang3_time_FastDatePrinter_TwoDigitYearField.txt,334,0
byte-buddy,Insufficient Modularization,net.bytebuddy.benchmark.jmh.generated.ClassByImplementationBenchmark.baseline,jmhTest,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_benchmark_jmh_generated_ClassByImplementationBenchmark_baseline_jmhTest.txt,4381,0
byte-buddy,Insufficient Modularization,net.bytebuddy.asm.MemberSubstitution,ForElementMatcher,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_asm_MemberSubstitution_ForElementMatcher.txt,371,0
gson,Insufficient Modularization,com.google.gson.internal.sql,SqlTimeTypeAdapter,data/processed/prompts/insufficient_modularization/gson/com_google_gson_internal_sql_SqlTimeTypeAdapter.txt,381,0
javaparser,Insufficient Modularization,com.github.javaparser.metamodel,EmptyStmtMetaModel,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_metamodel_EmptyStmtMetaModel.txt,338,0
javaparser,Insufficient Modularization,com.github.javaparser.symbolsolver.javaparsermodel.declarations.JavaParserEnumDeclaration,ValuesMethod,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_symbolsolver_javaparsermodel_declarations_JavaParserEnumDeclaration_ValuesMethod.txt,386,0
commons-io,Insufficient Modularization,org.apache.commons.io.input,ReversedLinesFileReader,data/processed/prompts/insufficient_modularization/commons-io/org_apache_commons_io_input_ReversedLinesFileReader.txt,387,0
javaparser,Insufficient Modularization,foo,OtherClass,data/processed/prompts/insufficient_modularization/javaparser/foo_OtherClass.txt,331,0
byte-buddy,Insufficient Modularization,net.bytebuddy.implementation.FieldAccessor,PropertyConfigurable,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_implementation_FieldAccessor_PropertyConfigurable.txt,342,0
